lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,no_of_adults,booking_status
260,0,113.4,9,22,4,3,0,3,2,0
37,1,112.68,10,16,4,1,2,0,2,1
66,3,93.6,11,3,4,3,0,0,1,1
3,0,88.0,11,28,2,0,1,0,1,1
102,1,119.85,6,8,4,4,1,0,2,1
104,1,108.0,10,9,4,0,1,3,2,0
22,0,62.0,11,17,2,1,0,0,1,1
179,1,90.95,7,17,4,2,2,0,2,1
55,0,104.0,4,6,3,1,0,1,2,1
175,0,126.9,9,11,4,0,1,0,2,0
8,2,99.0,8,13,4,3,0,0,2,1
35,1,117.0,9,25,4,1,2,0,2,1
46,1,128.38,11,4,4,3,2,0,2,1
4,1,0.0,8,23,1,1,2,0,1,1
75,0,12.0,3,17,3,3,1,0,2,0
121,0,85.0,6,16,3,3,0,3,2,1
3,0,0.0,10,6,1,1,0,0,1,1
65,1,85.0,8,12,3,2,1,0,2,1
34,1,103.89,8,27,4,5,2,3,2,1
97,0,140.4,5,24,4,3,0,0,2,1
118,0,110.0,6,6,3,2,1,0,1,1
72,2,87.3,4,3,4,1,2,0,2,1
18,0,88.8,5,9,3,1,1,0,1,1
12,0,130.0,10,20,2,2,0,0,1,1
10,0,103.0,3,19,4,1,1,0,2,1
228,3,123.25,10,20,4,3,1,1,2,1
6,0,176.0,2,24,4,2,0,0,2,1
1,0,60.0,2,28,4,1,2,0,1,0
102,0,87.0,10,16,3,2,0,1,1,1
0,1,44.0,1,5,4,2,0,3,2,1
59,0,82.45,3,13,4,2,2,0,2,0
11,1,127.6,8,19,4,1,0,0,2,1
192,0,95.0,6,24,3,2,0,0,1,1
130,2,139.5,9,29,4,3,0,0,2,0
32,0,80.08,11,16,4,3,0,0,2,0
12,1,178.5,9,24,4,3,1,3,2,1
20,0,80.0,11,4,4,1,0,3,2,0
9,1,62.58,2,6,4,6,2,3,2,1
123,1,94.5,5,17,4,3,0,3,2,1
80,0,81.9,4,3,4,0,2,0,1,0
108,2,102.3,4,14,4,3,0,0,2,1
304,0,89.0,11,3,3,3,0,0,2,0
32,2,184.99,5,13,4,2,1,0,3,1
30,0,121.0,9,30,3,2,0,1,2,1
0,0,109.0,8,14,3,2,0,1,2,1
6,0,0.0,12,10,4,2,0,1,1,1
0,0,89.0,5,9,4,0,1,3,2,1
74,0,145.1,12,30,3,2,1,0,2,1
27,0,167.2,9,9,4,2,2,0,3,1
206,0,90.95,7,25,4,4,1,0,2,0
57,1,117.73,4,26,4,4,0,0,2,1
17,0,145.0,4,14,4,2,0,0,2,0
67,0,32.71,11,1,3,1,2,0,2,1
4,0,109.0,8,1,4,1,1,3,2,0
0,0,140.0,10,30,4,0,1,0,1,1
184,0,69.9,11,24,4,3,0,3,2,0
101,0,222.17,10,23,4,5,2,1,2,0
42,0,91.8,11,1,4,5,0,0,2,0
143,0,100.0,8,25,3,3,0,0,2,1
0,0,67.0,4,1,2,1,0,0,1,1
181,0,76.5,7,1,4,4,1,0,2,0
1,0,66.0,2,3,2,1,0,0,1,1
116,3,143.1,9,18,4,3,2,0,2,1
18,2,151.0,8,6,4,2,2,0,2,1
221,0,73.0,8,12,3,1,0,1,1,1
153,1,90.0,12,10,4,1,2,0,2,1
58,0,120.0,4,28,4,3,0,0,2,0
81,0,103.5,7,3,4,3,2,3,1,1
11,1,68.5,1,22,4,1,0,3,2,1
79,1,160.78,12,30,3,2,0,0,1,1
15,0,81.0,2,19,2,1,0,0,1,1
78,0,65.58,3,7,3,2,1,0,2,1
32,1,109.0,10,25,4,5,0,3,2,1
56,1,116.1,5,13,4,2,1,3,2,1
5,1,125.0,4,21,4,3,2,0,2,1
118,1,118.8,8,2,4,3,0,0,2,1
0,0,124.0,8,21,4,2,1,0,2,0
0,0,75.0,7,27,3,2,1,0,2,1
133,0,86.36,8,15,3,2,1,0,2,0
12,2,85.6,10,31,3,1,1,0,1,1
270,0,62.8,4,20,3,4,0,0,2,0
113,1,116.1,6,9,4,3,0,3,2,1
46,1,59.56,3,12,4,2,2,0,2,1
4,0,95.0,5,9,3,2,1,0,2,1
22,1,139.0,7,6,4,2,0,3,2,1
45,1,116.1,5,21,4,2,2,3,2,1
4,2,93.56,8,12,4,7,2,0,2,1
40,1,100.1,11,11,4,2,0,0,2,1
72,0,84.0,9,18,3,1,0,1,1,1
134,0,79.2,11,12,4,1,2,3,2,0
51,2,228.6,7,23,4,1,0,1,3,1
118,0,105.4,9,11,3,1,2,0,3,1
10,0,97.0,3,11,4,2,1,3,2,1
0,0,88.0,12,5,4,0,1,3,1,1
3,2,132.6,5,16,4,2,1,0,2,1
134,1,113.62,7,13,4,9,3,0,2,1
57,1,87.32,6,27,4,0,1,0,2,1
75,0,105.0,10,30,3,0,2,1,2,0
239,2,80.75,6,28,4,5,0,3,2,0
2,2,99.0,8,9,4,0,2,0,2,1
229,2,177.3,8,21,4,1,2,0,2,0
192,1,137.7,8,7,4,1,2,0,3,0
93,1,126.9,6,20,4,1,1,0,1,1
7,1,82.4,3,17,3,1,0,0,1,1
1,0,79.0,12,29,2,1,0,0,1,1
79,1,70.0,12,19,3,1,2,0,2,1
34,1,143.55,9,24,4,1,1,0,2,0
18,0,67.0,12,11,2,1,2,0,1,1
11,0,83.0,6,13,4,0,1,3,1,1
148,0,91.68,7,25,4,5,2,3,2,0
30,2,117.0,9,25,4,1,2,0,2,1
43,0,86.75,1,14,4,3,0,0,2,0
49,1,67.22,3,9,4,1,0,0,1,1
64,0,139.5,7,12,4,4,0,0,3,0
0,0,72.0,8,17,2,1,1,0,2,1
162,0,70.0,9,17,3,3,0,0,2,1
11,2,248.0,9,20,4,2,0,0,2,1
1,0,0.0,10,22,1,0,0,0,1,1
39,1,77.5,3,4,4,2,0,0,1,1
200,3,76.5,8,22,4,1,0,0,2,1
48,2,177.3,8,18,4,3,2,0,3,1
186,0,115.0,4,22,3,2,1,0,3,0
81,0,65.0,3,25,3,2,1,0,2,1
12,0,130.0,10,20,2,1,0,0,1,1
273,0,94.5,6,24,4,2,1,0,2,0
21,0,85.0,2,11,4,1,0,0,1,0
25,0,65.0,11,22,3,3,2,0,2,1
47,1,88.4,11,16,4,4,0,0,2,1
68,1,87.3,9,7,4,1,0,3,2,0
52,1,96.9,12,9,4,2,2,0,2,1
47,2,101.15,3,28,4,3,1,0,2,1
1,1,0.0,6,21,1,3,0,2,2,1
120,0,89.74,4,7,4,5,2,0,2,1
163,0,110.0,9,8,3,3,0,0,2,0
122,0,85.0,4,15,3,2,0,0,2,1
105,0,75.0,10,12,3,3,0,0,2,1
179,1,90.95,7,23,4,4,2,0,2,1
0,2,0.0,2,10,1,1,0,0,2,1
7,2,90.0,8,26,4,4,0,0,2,1
49,0,60.0,11,12,3,3,2,0,2,1
140,0,70.0,12,29,3,5,0,0,2,1
83,0,129.5,2,28,3,1,2,0,2,1
49,0,80.0,11,14,3,5,2,0,2,0
178,0,96.3,8,25,4,3,0,0,2,0
323,1,112.0,5,17,4,4,0,1,2,0
10,0,119.0,6,14,4,1,0,0,2,0
169,2,101.25,7,30,4,3,2,0,2,0
205,1,89.25,8,22,4,3,1,3,2,1
86,0,140.4,5,26,4,2,0,0,2,0
45,2,78.54,10,16,4,2,2,0,2,1
67,1,64.67,12,20,4,5,0,0,2,1
43,0,75.0,10,13,3,1,0,0,1,1
169,1,89.25,7,25,4,3,1,3,2,1
0,0,65.0,8,29,2,2,1,0,1,1
89,3,108.0,10,8,4,2,2,0,2,1
40,0,165.6,6,9,4,2,0,1,2,0
47,2,58.94,1,31,4,2,2,0,2,1
6,1,94.0,11,9,2,1,0,0,1,1
32,1,137.52,9,13,4,5,2,0,2,1
10,0,119.0,10,14,4,2,1,0,1,0
150,0,101.0,1,2,3,1,2,1,2,1
18,1,137.57,9,11,4,1,2,1,2,1
71,0,80.75,9,20,3,2,0,0,2,1
37,2,73.1,3,1,4,4,0,3,2,1
14,0,174.0,12,2,4,1,0,0,2,1
26,0,77.0,11,16,2,2,0,0,1,1
91,0,185.85,5,13,4,2,0,0,2,0
51,1,102.6,11,4,4,4,1,0,2,1
13,0,115.0,6,12,4,0,2,0,1,0
33,0,79.11,10,21,3,4,0,1,1,1
34,3,109.0,10,26,4,3,0,3,2,1
26,1,119.87,9,19,4,4,2,0,2,0
103,0,115.0,4,19,3,2,0,0,1,0
2,0,79.0,11,9,1,2,1,0,1,1
12,0,72.0,10,4,3,0,1,0,2,1
43,1,126.9,5,24,4,2,0,0,2,1
1,0,88.0,11,22,2,1,0,0,1,1
80,0,63.46,7,31,4,7,2,0,2,1
5,1,106.68,11,6,4,3,2,3,2,1
20,2,104.0,11,14,4,2,1,0,2,1
51,0,140.4,5,13,4,2,2,0,2,0
0,0,0.0,9,17,1,1,0,0,2,1
7,0,78.3,1,16,4,1,2,0,2,1
146,1,94.8,5,30,4,2,1,3,2,0
69,0,107.95,4,23,4,2,2,0,2,1
28,2,103.4,10,29,4,3,2,3,2,1
2,0,109.65,10,13,3,1,0,0,1,1
11,0,92.8,4,7,3,1,0,0,2,1
160,0,70.67,12,30,3,3,0,0,2,1
0,0,126.0,10,4,4,0,2,0,2,1
134,1,76.84,5,29,4,3,2,0,2,1
13,1,80.0,8,20,4,3,0,0,1,0
119,1,114.3,8,12,4,2,2,0,2,1
5,1,156.0,6,21,4,2,0,0,2,1
3,2,113.46,5,29,4,4,2,0,2,1
5,1,143.0,7,17,2,3,2,0,2,0
117,0,123.3,10,29,4,1,0,0,3,1
25,0,129.0,5,10,4,3,0,3,1,1
72,0,108.11,6,1,4,3,0,0,2,1
32,2,62.0,2,26,3,2,1,0,2,1
178,0,89.25,8,10,4,4,0,3,2,0
63,0,116.0,9,4,3,2,0,1,2,1
14,1,81.9,1,27,4,2,0,0,2,1
125,0,138.3,12,27,4,3,0,0,3,0
99,0,65.0,10,30,3,2,2,0,2,0
196,1,93.6,10,1,4,1,0,3,1,0
14,1,109.0,11,2,4,1,0,3,1,1
259,0,90.0,5,5,3,3,0,0,2,0
0,0,53.3,4,8,4,1,0,3,2,1
11,0,70.0,1,4,3,3,1,0,2,1
4,1,108.99,9,15,4,3,1,3,2,1
43,0,90.9,2,28,4,0,2,0,2,0
86,0,73.95,3,20,4,2,2,0,2,1
20,2,80.85,9,2,4,4,0,0,2,1
75,1,87.55,4,4,4,4,1,0,2,1
22,2,82.39,10,9,4,1,0,0,2,1
119,1,99.3,4,29,4,2,1,0,2,1
31,1,94.5,9,15,4,2,0,0,2,1
238,1,115.2,6,18,4,1,0,0,2,0
105,0,85.05,10,30,4,2,2,0,1,0
244,2,89.4,9,29,4,1,0,3,2,0
146,0,95.0,4,24,3,0,2,0,2,0
71,1,75.54,10,30,4,0,2,0,2,1
87,0,58.9,7,26,4,3,2,0,2,0
97,1,125.1,9,6,4,4,0,3,2,1
0,1,149.0,11,4,4,2,0,3,2,1
66,1,63.75,12,23,3,5,2,0,1,1
279,1,76.5,10,10,3,2,1,0,1,1
37,0,125.55,10,2,4,3,2,0,1,0
83,2,120.15,11,9,4,4,2,3,2,1
7,0,77.25,12,20,4,0,1,0,2,1
128,1,123.3,10,29,4,1,2,0,3,0
4,0,87.0,2,7,3,0,2,0,2,1
21,3,124.25,8,29,4,3,1,0,2,1
3,2,133.0,9,21,4,2,1,3,2,1
13,2,89.0,1,15,4,2,0,0,2,1
192,2,140.4,9,15,4,3,0,0,2,0
8,1,72.0,2,18,3,3,1,0,2,1
116,0,86.21,4,26,4,10,4,3,2,0
49,2,79.2,11,3,4,2,0,3,2,1
386,0,109.0,10,23,4,0,2,1,2,0
4,2,12.0,12,3,3,1,2,0,2,1
263,0,67.0,9,21,3,0,1,0,2,1
5,0,94.5,8,15,3,1,2,1,2,1
4,1,72.07,2,4,4,2,0,0,2,1
21,0,60.0,12,18,4,2,2,3,2,1
70,1,67.5,3,9,4,2,0,3,2,0
7,2,130.0,8,20,4,1,0,0,2,1
27,1,171.44,12,7,4,4,0,0,3,1
120,0,108.57,9,28,3,3,0,0,2,1
57,2,137.7,4,22,4,2,1,0,3,1
4,0,106.0,3,7,3,3,1,1,2,1
46,0,67.5,3,4,4,2,0,3,2,0
144,1,100.87,7,25,4,5,1,0,2,1
95,2,90.0,11,20,4,0,2,0,1,0
1,0,158.0,5,6,4,2,0,0,2,1
5,0,0.0,10,21,4,1,0,0,1,1
1,2,150.0,10,17,4,0,1,0,1,1
128,1,96.3,6,26,4,0,2,0,2,1
54,0,72.0,11,12,3,1,0,0,2,1
46,0,98.0,12,5,3,3,1,1,2,1
8,0,86.0,3,2,4,1,0,0,1,1
79,0,120.6,6,16,4,4,2,3,2,1
24,1,137.33,12,31,4,1,2,0,2,1
7,1,119.0,9,21,2,2,0,0,1,1
0,0,90.0,8,15,4,1,2,0,2,1
2,1,67.5,12,24,4,1,0,3,2,1
2,2,159.5,2,5,4,2,0,1,2,1
0,0,76.5,6,12,3,0,1,0,1,1
169,2,134.52,8,14,4,3,2,0,2,0
122,0,94.5,5,17,4,3,0,3,2,1
150,3,96.3,4,22,4,2,1,0,2,1
0,1,0.0,6,22,1,0,0,0,2,1
4,0,144.0,5,23,3,0,1,3,1,1
122,3,187.85,5,30,4,5,1,0,2,1
68,2,87.3,9,4,4,0,2,3,2,1
15,0,111.8,2,12,3,2,1,1,2,1
87,0,100.0,9,11,2,1,0,0,2,0
35,1,93.63,2,24,4,3,0,0,2,1
180,1,122.25,7,31,4,4,2,0,2,0
167,2,105.3,8,5,4,2,0,0,2,0
148,0,105.3,5,5,4,3,0,0,2,1
317,0,120.0,9,15,3,2,0,0,2,0
276,0,61.0,5,13,3,3,2,0,2,0
1,1,98.0,8,7,4,0,1,3,2,1
19,2,162.29,9,6,4,5,2,1,2,1
56,0,90.0,4,17,4,0,2,3,2,0
0,1,141.0,3,19,4,1,1,0,2,0
81,0,134.1,8,12,4,2,1,0,2,0
53,2,79.2,11,11,4,2,0,3,2,1
51,1,66.3,2,25,4,8,2,0,1,0
35,1,71.1,3,16,4,2,0,3,2,1
101,1,92.83,7,23,4,5,2,3,2,1
56,1,100.67,11,11,4,2,1,0,1,0
78,0,100.0,3,25,4,2,1,0,2,0
11,1,136.0,10,4,4,0,2,0,2,1
86,0,87.5,9,24,3,2,0,0,1,1
3,0,65.0,2,15,2,0,1,0,1,0
320,1,115.0,8,18,3,2,0,1,2,0
85,1,95.5,4,7,4,2,0,0,2,1
77,0,85.5,4,1,4,2,1,3,2,0
0,0,85.0,8,13,4,2,0,0,2,1
19,1,91.0,2,21,4,0,2,0,2,0
15,1,127.0,3,18,4,2,0,0,2,1
5,0,90.0,10,19,3,2,1,0,2,1
28,1,103.87,9,22,4,4,0,0,2,1
34,0,65.0,9,15,2,1,0,0,1,0
27,1,115.0,9,18,4,2,1,3,2,1
62,2,124.5,9,5,4,2,1,0,2,1
68,0,93.78,12,30,4,3,0,0,2,1
22,1,130.0,10,25,4,4,0,0,2,1
55,3,106.2,11,11,4,2,0,0,2,1
25,1,133.0,10,2,4,1,2,3,2,0
83,0,112.2,9,30,3,1,0,1,2,1
127,0,130.05,7,25,4,3,1,0,3,1
86,0,40.67,3,23,3,3,0,0,2,1
15,1,151.0,7,2,4,1,2,0,2,1
119,1,119.85,6,1,4,5,2,0,2,1
79,3,96.3,4,15,4,2,1,0,2,1
47,1,125.1,9,11,4,0,2,3,2,1
161,0,130.0,3,25,4,2,1,1,2,0
52,0,135.9,7,27,4,3,0,0,2,0
61,1,93.6,12,8,4,3,0,0,2,1
38,1,88.0,11,3,4,2,0,3,2,0
29,1,79.54,1,8,4,5,2,0,2,1
15,1,85.0,11,1,4,4,0,3,2,1
109,1,182.18,12,8,4,3,0,0,4,1
13,1,187.0,7,24,4,0,2,0,3,1
42,0,94.5,4,11,4,1,1,3,2,1
0,1,65.0,3,9,2,1,0,0,1,1
13,0,88.0,12,5,4,1,1,3,1,1
79,0,152.4,6,16,4,4,2,0,2,1
95,1,38.67,3,22,3,3,0,0,2,1
15,1,137.0,4,20,4,2,0,0,2,1
117,1,110.0,6,5,3,2,2,0,2,1
167,0,94.5,7,29,4,2,0,3,2,0
99,1,118.8,10,16,4,1,2,0,2,0
286,0,90.0,10,16,4,0,1,0,2,0
37,1,74.8,12,2,4,2,2,3,2,1
27,0,120.0,6,9,3,1,0,0,2,1
121,0,72.25,7,18,3,12,5,0,2,0
142,0,107.0,6,20,3,2,1,0,2,1
5,1,215.6,10,13,4,2,0,0,2,1
327,0,88.0,9,9,3,4,2,1,2,1
40,2,94.5,9,19,4,2,2,0,2,1
30,0,184.5,12,4,4,2,2,0,2,1
223,0,73.96,9,30,4,3,2,3,2,0
18,1,119.0,4,12,4,2,0,3,2,1
151,1,99.3,8,19,4,3,2,0,0,0
89,0,183.3,7,21,4,3,0,0,2,0
62,0,68.72,9,20,4,3,2,0,2,1
52,1,150.9,8,27,4,1,2,0,3,0
188,0,130.0,6,15,3,2,0,0,1,0
45,2,104.72,12,26,4,4,1,0,2,1
256,1,72.25,8,26,3,2,0,0,2,1
4,1,84.7,10,25,4,3,0,3,1,1
12,0,111.14,3,3,4,5,2,0,2,0
1,0,80.0,2,19,2,1,0,0,1,1
2,1,96.0,8,30,4,0,1,0,1,1
0,1,79.31,5,9,4,0,1,0,2,1
161,0,130.0,3,25,3,2,1,1,2,0
66,0,80.75,9,18,3,1,2,0,2,1
0,1,155.0,10,13,4,1,0,0,2,1
93,0,115.0,10,15,3,1,2,0,1,0
29,0,103.55,6,8,4,2,0,3,2,1
192,0,106.0,9,5,2,2,1,0,1,0
32,1,168.3,7,28,4,3,0,0,3,1
70,0,100.0,6,3,3,2,0,0,2,1
9,0,67.5,1,14,4,2,0,3,2,1
32,0,85.0,3,13,3,2,2,0,2,1
33,0,80.1,4,18,4,1,1,3,2,1
141,2,168.3,9,5,4,2,1,0,3,1
88,0,106.25,10,22,3,4,2,1,2,1
1,2,93.0,2,10,4,4,0,0,2,1
317,0,120.0,9,15,4,2,0,0,2,0
39,0,126.9,5,7,4,1,2,0,2,1
61,0,87.3,3,10,4,3,0,0,2,0
41,1,70.0,12,27,3,5,1,0,2,1
2,0,90.95,6,13,3,5,1,0,2,1
134,1,119.85,6,9,4,5,2,0,2,0
36,0,111.6,4,29,3,1,0,3,1,1
323,0,86.0,5,17,3,4,0,1,1,1
30,0,110.97,9,4,4,0,2,0,2,0
40,2,94.5,10,5,4,2,1,0,2,1
5,0,80.0,10,19,3,2,1,0,1,1
280,1,94.95,8,12,4,1,0,0,2,0
2,2,89.5,12,18,4,0,1,0,1,1
17,1,87.0,2,22,3,1,1,0,2,1
18,0,74.8,11,25,4,2,2,3,2,0
1,2,95.0,8,11,4,1,0,0,1,1
125,0,76.5,7,15,4,4,2,0,2,0
6,1,104.2,12,28,4,4,0,3,2,1
292,0,115.0,7,21,3,2,0,1,2,0
151,1,79.2,11,25,4,2,0,3,2,0
49,0,93.15,7,11,4,0,1,3,2,0
15,0,98.1,4,14,4,1,0,3,1,1
208,0,80.75,7,30,4,2,2,3,2,0
49,0,121.5,3,19,4,1,2,0,2,1
270,0,62.8,4,20,4,4,0,0,2,0
145,2,90.95,6,26,4,4,2,0,2,0
56,0,185.0,9,25,3,2,2,0,1,1
34,0,76.5,6,28,3,3,0,0,2,1
124,0,94.5,8,8,3,1,2,1,2,1
174,0,90.95,7,11,4,4,1,0,2,0
26,1,87.05,10,17,4,1,1,3,2,1
177,1,125.1,10,2,4,5,2,0,2,0
81,2,125.1,8,16,4,1,0,3,2,1
38,2,53.97,2,6,4,2,2,3,2,1
230,1,137.0,9,6,3,5,0,0,2,0
4,1,112.0,5,21,3,1,1,1,2,1
2,0,104.0,10,26,4,1,0,0,1,1
240,0,90.95,7,13,4,4,1,0,2,0
172,1,99.45,8,12,4,4,2,0,2,1
1,1,139.0,7,21,4,1,0,3,2,1
4,2,0.0,11,20,1,1,0,0,2,1
147,0,177.3,9,3,4,1,2,0,3,0
386,1,90.0,10,23,3,0,2,1,1,1
38,2,88.4,11,27,4,2,2,0,1,1
38,0,85.0,8,4,3,5,2,0,2,1
33,1,117.9,5,21,4,1,1,0,2,1
96,2,79.2,11,25,4,2,0,3,2,0
72,0,108.0,9,18,3,1,0,1,2,1
147,0,126.9,9,12,4,5,1,0,2,0
77,1,94.5,4,15,4,2,0,3,2,1
80,2,85.5,3,25,4,2,1,0,2,1
96,0,94.5,7,11,3,1,2,1,2,0
82,1,96.3,6,26,4,0,1,0,2,1
131,3,87.03,8,3,3,3,0,0,2,1
29,2,119.77,4,5,4,4,0,0,3,1
90,0,133.2,8,7,4,2,2,0,2,1
90,1,72.58,3,24,3,3,0,0,2,1
226,1,70.0,10,29,3,2,2,0,2,1
41,0,81.08,4,21,4,1,0,0,2,0
8,0,139.0,7,16,4,1,1,3,2,0
250,0,95.0,9,26,3,3,1,0,2,0
67,1,128.7,4,3,4,1,2,0,3,0
19,0,156.0,4,30,4,1,0,0,2,0
11,1,106.35,11,5,4,4,2,0,1,1
26,1,106.93,10,5,4,4,1,0,2,1
4,1,75.0,11,13,2,0,2,0,1,1
44,1,74.82,2,23,4,5,0,0,2,1
187,0,80.75,9,12,3,4,1,0,2,1
76,1,80.3,2,21,4,1,2,0,2,1
69,0,120.0,6,12,3,4,2,0,1,0
163,0,100.0,6,5,3,2,2,0,1,0
163,1,99.45,7,7,4,3,1,0,2,1
13,1,90.95,11,8,4,2,2,0,2,1
105,0,139.5,7,31,4,3,2,0,2,0
156,0,103.5,8,21,4,1,2,3,2,0
80,2,86.47,11,6,4,2,0,0,2,1
14,0,100.0,10,15,3,2,0,0,1,1
6,0,120.0,11,16,4,1,0,3,1,1
102,0,82.45,7,10,3,2,2,0,2,1
10,1,131.0,4,8,4,2,0,0,2,0
1,0,71.7,1,27,4,2,0,0,1,1
5,1,65.0,9,19,2,1,1,0,1,1
91,0,69.64,4,6,4,4,0,0,2,1
209,0,55.96,7,29,4,4,1,0,1,0
155,0,97.2,10,20,3,3,0,0,2,0
86,1,81.86,12,30,4,3,0,0,2,1
188,1,94.14,10,24,4,2,1,0,3,1
153,1,72.25,10,16,3,2,2,3,2,1
33,1,71.1,3,15,4,3,0,3,2,1
113,0,121.21,8,6,4,1,2,0,3,0
203,2,114.3,8,17,4,2,0,0,2,0
8,0,65.0,4,20,2,1,0,0,1,1
9,1,151.67,8,26,4,2,1,0,2,0
70,0,93.6,11,4,4,2,1,0,2,0
3,1,67.0,11,24,2,1,0,0,1,1
208,1,90.0,4,23,3,3,2,0,2,1
2,0,95.0,5,4,0,1,0,0,1,1
2,1,80.0,1,30,4,1,0,0,1,1
166,0,100.12,8,18,4,6,2,0,2,0
23,1,137.65,6,1,4,4,0,0,1,1
72,1,76.5,7,6,4,6,3,0,2,0
32,3,94.5,9,5,4,1,2,0,2,1
133,1,84.33,3,11,3,2,1,0,2,1
9,1,95.0,6,17,3,2,1,0,2,1
13,0,85.85,11,12,4,2,2,3,2,1
156,0,105.3,7,25,4,2,1,0,2,0
52,1,137.7,7,12,4,2,0,0,3,1
60,0,65.0,9,21,3,1,1,0,2,1
2,1,120.0,10,22,4,1,0,0,1,1
69,1,149.4,9,4,4,5,2,0,2,0
168,0,168.3,7,4,4,2,1,0,2,0
6,0,108.0,2,5,4,2,0,0,2,1
39,2,135.9,9,12,4,0,1,0,2,1
180,1,100.0,5,2,3,1,1,0,2,1
169,1,77.0,4,22,3,2,2,0,2,1
24,1,139.0,8,21,4,0,1,3,2,0
28,1,79.25,9,7,4,0,1,0,2,0
247,0,93.0,6,6,3,1,1,1,1,1
85,0,88.4,11,24,4,3,1,0,2,0
4,1,65.0,10,11,2,3,0,0,1,1
29,1,163.58,10,14,4,4,0,0,2,1
7,1,65.0,11,2,2,5,2,0,1,1
77,1,68.04,4,15,4,2,1,3,2,1
208,0,112.5,10,22,4,3,2,0,2,0
20,0,94.35,6,12,4,0,1,0,2,1
0,0,100.0,10,15,3,2,0,0,1,1
19,1,122.0,12,5,4,1,2,0,2,1
2,0,214.0,6,29,4,4,0,0,2,0
98,0,82.5,4,9,4,1,2,3,2,1
34,0,99.9,4,12,3,1,0,0,1,1
157,0,80.75,8,25,4,5,2,3,2,0
159,0,144.0,9,19,4,2,1,0,2,0
182,2,117.9,9,30,4,2,0,0,2,0
23,1,89.64,10,30,4,5,2,3,1,0
48,2,94.5,10,18,4,3,2,0,2,1
6,1,85.0,3,20,3,0,1,0,2,1
0,1,91.0,11,9,4,0,1,0,1,1
40,0,149.4,8,23,4,5,0,0,2,1
2,1,119.0,12,2,4,2,2,0,3,1
120,0,80.75,6,15,3,3,0,0,2,1
314,0,75.0,10,12,3,3,0,0,2,0
151,0,80.0,1,19,3,3,0,0,1,1
6,1,62.0,2,25,3,3,0,0,2,1
0,0,95.0,6,20,2,0,1,0,1,1
31,1,95.0,5,15,2,4,2,0,1,1
125,1,89.25,10,15,4,3,2,0,2,1
17,1,112.57,11,6,4,3,2,0,1,1
3,1,121.0,6,12,4,0,1,0,2,1
245,0,75.0,6,17,4,2,0,0,2,0
29,1,128.6,4,1,4,2,1,0,2,1
245,0,75.0,6,17,3,2,0,0,2,0
35,2,156.24,9,25,4,3,2,0,3,1
44,2,89.1,10,16,4,0,1,3,2,1
137,2,117.3,12,24,4,3,2,1,1,1
11,0,85.0,10,3,3,2,1,0,2,1
49,0,198.9,7,20,4,2,0,0,2,0
1,1,80.0,1,29,4,2,0,3,2,1
110,1,129.3,8,1,4,5,1,0,2,1
1,0,90.0,1,29,4,1,0,0,1,1
87,1,90.9,10,30,4,0,2,0,2,0
131,1,86.9,10,21,4,2,2,0,2,1
167,1,60.0,3,13,3,2,2,0,2,1
91,0,40.67,3,4,3,2,1,0,2,1
56,0,137.44,10,9,4,4,2,0,2,1
62,0,149.4,8,13,4,1,2,0,2,0
20,1,110.15,5,29,4,3,2,0,2,1
79,1,88.0,11,25,4,2,0,3,2,0
211,0,100.0,5,20,3,2,0,0,2,0
5,0,100.0,9,20,2,0,2,0,2,1
17,1,119.71,10,3,4,5,2,0,2,1
2,0,67.7,1,14,4,1,0,3,2,1
2,1,92.0,1,28,4,1,0,0,2,1
46,0,59.32,3,1,3,1,0,0,1,1
66,0,105.3,4,23,4,1,1,0,2,0
186,1,112.2,8,3,4,5,2,0,2,0
54,2,79.2,11,11,4,2,1,3,2,1
40,0,155.13,12,31,4,2,2,1,2,0
12,0,79.0,12,12,2,1,1,0,1,1
202,2,115.5,8,15,4,2,1,0,2,0
30,1,92.9,3,8,4,4,0,0,2,1
322,0,80.0,5,19,3,3,1,0,2,0
6,1,106.25,5,23,4,2,1,0,1,1
36,0,94.35,6,26,4,0,2,0,2,0
213,0,130.0,6,7,4,3,0,0,2,0
245,0,110.0,7,6,4,4,2,0,1,0
74,1,63.75,11,17,4,3,0,0,1,0
30,1,136.72,5,21,4,4,2,0,2,1
57,1,90.67,6,10,3,2,1,0,2,1
110,1,109.25,5,1,4,3,2,0,2,1
0,0,79.0,3,14,2,2,1,0,1,1
116,0,60.0,2,28,3,1,2,0,1,0
219,0,76.67,9,4,3,2,1,0,1,1
7,0,109.0,10,26,4,1,0,0,1,1
274,2,0.0,11,4,4,0,0,0,2,1
146,0,75.0,12,29,3,3,0,0,2,1
68,0,149.4,9,16,4,1,0,0,2,0
199,1,74.8,12,23,4,2,2,3,2,0
16,0,76.0,3,8,2,3,0,0,1,1
83,1,123.3,7,5,4,2,0,0,2,1
14,0,136.0,8,16,4,2,0,0,2,0
17,1,90.34,12,30,4,5,2,3,2,1
181,2,76.5,8,17,4,0,1,0,2,1
7,0,88.0,12,13,2,1,0,0,1,1
11,3,156.8,6,26,3,2,2,0,2,1
86,1,88.2,11,30,4,1,0,0,1,1
